locationKey,address,city,state,zipcode,latitude,longitude,neighborhoodKey
5939,1597A Dundas Street W,Toronto,ON,M6K 1T9,43.649787200000006,-79.4349547,72
5940,147 Spadina Avenue,Toronto,ON,M5V 2L7,43.6480081,-79.3958459,123
5941,1821 Queen Street E,Toronto,ON,M4L 3Z6,43.668166799999995,-79.3074043,117
5942,699 Danforth Avenue,Toronto,ON,M4J 1L2,43.679062297600005,-79.3438350409,15
5943,1964 Bloor Street W,Toronto,ON,M6P 3K9,43.6532348,-79.4678177,51
5944,1007 Bloor Street W,Toronto,ON,M6H 1M1,43.660745,-79.430421,35
5945,146 Ossington Avenue,Toronto,ON,M6J 2Z5,43.6475,-79.420073,120
5946,3490 Kingston Road,Toronto,ON,M1M 1R5,43.73908170000001,-79.2177547,109
5947,2 Bloor Street E,Toronto,ON,M4W 1A8,43.67109779999999,-79.38606300000001,105
5948,2013 Yonge Street,Toronto,ON,M4S 1Z8,43.701061200000005,-79.3969887,84
5949,1 Front Street E,Toronto,ON,M5E 1B2,43.6469380184,-79.3764682871,123
5950,2793 Keele St,Toronto,ON,M3M 2G3,43.7287891,-79.4820772,34
5951,370 Bloor Street W,Toronto,ON,M5S 1X2,43.6664231,-79.40602109999999,4
5952,225 Richmond Street W,Toronto,ON,M5V 1W2,43.6490240929,-79.3895026669,123
5953,136 Av Redpath,Toronto,ON,M4P 2K4,43.708358200000006,-79.3932479,84
5954,"5025 Yonge Street, Suite 201",Toronto,ON,M2N 5P2,43.7668441,-79.4120543,130
5955,2294 Bloor St W,Toronto,ON,M6S 1N9,43.6507162,-79.4789681,107
5956,1012 Gerrard Street E,Toronto,ON,M4M 1Z3,43.668986700000005,-79.3380902,111
5957,2830 Danforth Ave,Toronto,ON,M4C 1M1,43.6897885,-79.29559040000001,36
5958,51 Bathurst Street,Toronto,ON,M5V 2P3,43.642914158400004,-79.4020456979,123
5959,"247 Spadina Avenue, Lower Level",Toronto,ON,M5T 3A8,43.651660572299996,-79.3969200496,63
5960,10 Lower Jarvis St,Toronto,ON,M5E 1Z2,43.643970716999995,-79.3695078534,123
5961,3358 Lake Shore Boulevard,Toronto,ON,M8W 1M9,43.5962657,-79.526522,73
5962,333 Bloor Street E,Toronto,ON,M4W 1G9,43.6713955682,-79.3802353167,90
5963,1290 Queen Street E,Toronto,ON,M4L 1C4,43.6637416,-79.3285868,111
5964,2085 Lawrence Avenue E,Toronto,ON,M1R 2Z4,43.745727,-79.292741,129
5965,111 Richmond Street W,Toronto,ON,M5H 3K6,43.65035220000001,-79.38379509999999,7
5966,180 Eglinton Avenue E,Toronto,ON,M4P 1A6,43.70800488890001,-79.3930030558,84
5967,3456 Bathurst Street,Toronto,ON,M6A 2C3,43.7281301,-79.4320203,40
5968,740 King Street W,Toronto,ON,M5V 1N3,43.6436416,-79.4046936,88
5969,300 Campbell Ave,Toronto,ON,M6P 3V6,43.6656971,-79.45007530000001,33
5970,"290 The West Mall, Unit 15-C",Toronto,ON,M9C 1C6,43.634648299999995,-79.56256640000001,76
5971,"11 Acme Crescent, Etobicoke",Toronto,ON,M9R 3B7,43.6933677,-79.5552951,64
5972,847 Danforth Avenue,Toronto,ON,M4J 1L2,43.679629,-79.3403665,15
5973,142 Adelaide St E,Toronto,ON,M5C 1K9,43.651835299999995,-79.37265500000001,24
5974,147 Liberty Street,Toronto,ON,M6K 3G3,43.6374052,-79.4243811,110
5975,322 Bloor Street W,Toronto,ON,M5S 1W5,43.666967299999996,-79.4033819,4
5976,646 College Street,Toronto,ON,M6G 1B8,43.655188200000005,-79.4159931,95
5977,315 King Street W,Toronto,ON,M5V 1J5,43.646264200000005,-79.390558,123
5978,2737 Keele Street,Toronto,ON,M3M 2E9,43.726000799999994,-79.4801257,34
5979,1250 Bay St,Toronto,ON,M5R 2A5,43.6706282,-79.39035150000001,4
5980,301 Ellesmere Road,Toronto,ON,M1R 4E4,43.760550747299995,-79.30122457979999,129
5981,1000 Gerrard Street E,Toronto,ON,M4M 3G6,43.669144,-79.3391627,111
5982,99 Blue Jays Way,Toronto,ON,M5V 9G9,43.6453305,-79.39184200000001,123
5983,1610 Queen Street  W,Toronto,ON,M6R 1A8,43.6395985,-79.4418386,104
5984,550 University Avenue,Toronto,ON,M5G 1X5,43.657465727500004,-79.3890429151,7
5985,"2009 Lawrence Avenue W, Unit 9",Toronto,ON,M9N 3V2,43.700812899999995,-79.511854,127
5986,176 Dupont Street,Toronto,ON,M5R 2E6,43.675718200000006,-79.4035656,4
5987,434 Birchmount Rd,Toronto,ON,M1K 1M6,43.703613650200005,-79.2672009422,25
5988,568 Parliament Street,Toronto,ON,M4X 1P8,43.6674228,-79.3694556,20
5989,10 Dundas Street E,Toronto,ON,M5B,43.6567455,-79.380484,24
5990,3296 Lakeshore Blvd W,Toronto,ON,M8V 1M2,43.5972,-79.52385,73
5991,383 Spadina Road,Toronto,ON,M5P 2W1,43.6881804555,-79.4124298917,22
5992,660 Queen St E,Toronto,ON,M4M 1G5,43.6585475,-79.3517136,111
5993,749 Broadview Avenue,Toronto,ON,M4K 2P6,43.6759128,-79.358405,89
5994,298 College Street,Toronto,ON,M5T 1R9,43.6579922,-79.4016683,121
5995,1837 Lawrence av e,Toronto,ON,M1R 2Y3,43.743136,-79.30301440000001,129
5996,2009 Yonge Street,Toronto,ON,M5V 0B4,43.6488941425,-79.39523621,123
5997,"1466 Bathurst St, Suite 201",Toronto,ON,M5R 3S3,43.682771200000005,-79.4183088,136
5998,"The Eaton Centre, 220 Yonge Street",Toronto,ON,M5B 2H1,43.6540667,-79.38008149999999,7
5999,3113 Dundas Street W,Toronto,ON,M6P 1Z9,43.6654285,-79.4733321,60
6000,2156 Yonge Street,Toronto,ON,M4S 2A8,43.703860283999994,-79.3979342656,137
6001,736 St. Clair Ave W,Toronto,ON,M6C 1B3,43.6815817,-79.42749559999999,136
6002,573 Queen Street W,Toronto,ON,M5V 2B6,43.647532899999995,-79.4010388,123
6003,2144 Queen Street E,Toronto,ON,M4E 1E3,43.6716079,-79.2932835,117
6004,2655 Lawrence Avenue E,Toronto,ON,M1P 2S3,43.751617882299996,-79.2630611069,12
6005,384 Bloor Street W,Toronto,ON,M5S 1X2,43.6663274,-79.40655720000001,4
6006,1180 Queen Street W,Toronto,ON,M6J 1J4,43.6429047,-79.4257561,72
6007,573 Eglinton Avenue W,Toronto,ON,M5N 1B6,43.7030428,-79.41484270000001,45
6008,1188 B Eglinton Avenue W,Toronto,ON,M6C 2E3,43.69955529999999,-79.43346020000001,44
6009,20 Bloor Street E,Toronto,ON,M4W 3G7,43.670561799999994,-79.38640179999999,105
6010,2011 Yonge Street,Toronto,ON,M4S 1Z8,43.7010481,-79.39681340000001,84
6011,1069 St Clair Avenue W,Toronto,ON,M6E 1A6,43.6785521,-79.439314,28
6012,367 Spadina Avenue,Toronto,ON,M5T 2G3,43.6557606,-79.398886,63
6013,75 Eglinton Avenue E,Toronto,ON,M4P 3A4,43.7069579,-79.39556340000001,84
6014,3 Rees Street,Toronto,ON,M5V 3A7,43.6390825,-79.38654190000001,123
6015,1 Adelaide Street E,Toronto,ON,M5C 2V9,43.650159,-79.378093,24
6016,182 Ossington Ave,Toronto,ON,M6J 2Z7,43.6483668,-79.42062109999999,120
6017,2130A Queen St E,Toronto,ON,M4E 1E3,43.6713973,-79.2940969,117
6018,1435 Gerrard Street E,Toronto,ON,M4L 1Z7,43.6720771,-79.32202590000001,47
6019,"Bayview Village Shops, 2901 Bayview Avenu",Toronto,ON,M2K 1E6,43.769079,-79.385471,8
6020,"3290 Midland Avenue, Suite 5",Toronto,ON,M1V 3Z9,43.8051152839,-79.2882429063,77
6021,794 Mount Pleasant Road,Toronto,ON,M4P 2L2,43.7086715,-79.3902441,83
6022,"Yorkdale Shopping Centre, Unit 305, 3401 Dufferin Street",Toronto,ON,M6A 3A1,43.7241239351,-79.4537709758,139
6023,700 Pape Avenue E,Toronto,ON,M4K 3S7,43.6793205,-79.3452128,98
6024,229 Rexdale Boulevard,Toronto,ON,M9W 1P7,43.712650399999994,-79.5759965,125
6025,1214 Dundas Street W,Toronto,ON,M6J,43.6494917,-79.42306690000001,120
6026,1602 The Queensway,Toronto,ON,M8Z 1V1,43.618428393,-79.5443030426,59
6027,1 Dundas Street W,Toronto,ON,M5G 1Z3,43.655927339499996,-79.3811243635,7
6028,404 Queen Street W,Toronto,ON,M5V 2A7,43.648678100000005,-79.39723769999999,63
6029,87 Avenue Road,Toronto,ON,M4W 1A7,43.672027,-79.395339,4
6030,392 Roncesvalles Avenue,Toronto,ON,M6R 2M9,43.650882,-79.4510015,52
6031,1427 Gerrard St E,Toronto,ON,M4L 1Z7,43.6720628,-79.3222964,47
6032,5182 Yonge Street,Toronto,ON,M2N 5P6,43.770293302700004,-79.4133319893,131
6033,758 Dovercourt Road,Toronto,ON,M6H,43.661351399999994,-79.42973020000001,33
6034,1070 Pape Avenue,Toronto,ON,M4K 3W5,43.690653399999995,-79.34963590000001,18
6035,2063 Yonge Street,Toronto,ON,M4S 2A2,43.702250299999996,-79.3971027,84
6036,488 Yonge Street,Toronto,ON,M4Y 1X5,43.6626774,-79.3837847,7
6037,238 Queen Street W,Toronto,ON,M5V 1Z9,43.650054700000005,-79.3902078,123
6038,1029 King Street W,Toronto,ON,M6K 3M9,43.6410611,-79.4157435,88
6039,65 Front St West,Toronto,ON,M5J 1E6,43.6453197,-79.38040620000001,123
6040,285  Port Union Road,Toronto,ON,M1C 2L3,43.789116,-79.140640200000007,106
6041,2537 Eglinton Avenue W,Toronto,ON,M6M 1T4,43.6906996,-79.4717288,61
6042,63 Spring Garden Avenue,Toronto,ON,M2N 5N6,43.7646277,-79.4096878,130
6043,391 Front Street W,Toronto,ON,M5V 3S8,43.642677,-79.3929245,123
6044,"154 Danforth Avenue, 2nd Floor",Toronto,ON,M4K 1N1,43.676598,-79.3575302,98
6045,1487 Queen Street E,Toronto,ON,M4L 1E4,43.66528710000001,-79.3211558,47
6046,256 Queen St W,Toronto,ON,M5V 1Z8,43.7088056561,-79.34699590439999,119
6047,215 Harbord St,Toronto,ON,M5S 2R5,43.6614414,-79.40943829999999,121
6048,255 Wellington Street West,Toronto,ON,M5V 3P9,43.644745799999995,-79.3907054,123
6049,4755 Leslie Street,Toronto,ON,M2J 2L3,43.7787083802,-79.36396827739999,31
6050,2409 Yonge Street,Toronto,ON,M4P 2E7,43.7104084,-79.39866020000001,84
6051,Victoria Park Avenue & Lawrence Avenue E,Toronto,ON,M4A 2V6,43.7421494,-79.30982209999999,96
6052,"174 Spadina Avenue, Suite 103",Toronto,ON,M5T 2C2,43.6492739,-79.39722909999999,63
6053,187 Sheppard Avenue E,Toronto,ON,M2N 3A8,43.7637755,-79.3992725,130
6054,291 King Street W,Toronto,ON,M5V 1J5,43.6464782,-79.3900189,123
6055,"9 Isabella Street, 2nd Floor",Toronto,ON,M4Y 1M7,43.667513,-79.38502340000001,24
6056,20 Brow Drive,Toronto,ON,M8W 3P6,43.591312189899995,-79.5461763894,73
6057,10 Lepage Court,Toronto,ON,M3J 1Z9,43.7585787,-79.4884421,140
6058,2299 Yonge Street,Toronto,ON,M4P,43.7077361487,-79.39830602640001,84
6059,NA,Toronto,ON,M5V 3A4,43.6435838,-79.38993359999999,123
6060,68  Scollard Street,Toronto,ON,M5R 1G4,43.67215039999999,-79.3909293,4
6061,287 Davenport Road,Toronto,ON,M5R 1J9,43.6741573,-79.3993936,4
6062,261A Yonge Street,Toronto,ON,M5B 1N8,43.654970500000005,-79.3800808,24
6063,662 Bloor Street W,Toronto,ON,M6G,43.664218713000004,-79.4158939183,4
6064,163 Av Roncesvalles,Toronto,ON,M6R 2L3,43.6441681,-79.4480751,104
6065,1712 Danforth Avenue,Toronto,ON,M4C 1H8,43.684250299999995,-79.3203964,29
6066,859 Queen Street W,Toronto,ON,M6J 1G4,43.64566129999999,-79.41157079999999,88
6067,374 Dupont Street,Toronto,ON,M5R 1V9,43.6740779,-79.41036640000002,4
6068,"2 Bloor St West, #C07",Toronto,ON,M4W 3E2,43.6702696,-79.38723890000001,4
6069,2379 Queen Street E,Toronto,ON,M4E 1H5,43.672498600000004,-79.2873733,117
6070,525 Eglinton Avenue W,Toronto,ON,M5N 1B1,43.703389,-79.41391159999999,45
6071,Wellington & Spadina,Toronto,ON,M5V,43.6440163,-79.39453940000001,123
6072,839 Yonge Street,Toronto,ON,M4W 2H2,43.6735985,-79.3875762,105
6073,725 Dovercourt Road,Toronto,ON,M6H 2W7,43.660846,-79.42886700000001,95
6074,"St. Lawrence Market, 92 Front St E, Basement",Toronto,ON,M5E 1C4,43.6490662718,-79.37152963610002,123
6075,"249 Queen's Quay W, Unit 108",Toronto,ON,M5J 2N5,43.638607,-79.38588709999999,123
6076,545 Queen Street W,Toronto,ON,M5V 2B6,43.647772700000004,-79.39997029999999,123
6077,225a Augusta Avenue,Toronto,ON,M5T 2L4,43.654344552,-79.4018736854,63
6078,141 Ossington Avenue,Toronto,ON,M6J 2Z6,43.647360695500005,-79.4201145725,120
6079,"5085 Shepphard Avenue E, Unit 30",Toronto,ON,M1S 4N3,43.793136700000005,-79.24017070000001,2
6080,91 Scollard Street,Toronto,ON,M4W 1J5,43.671237,-79.389241,4
6081,160 Wellesley St E,Toronto,ON,M4Y 1J2,43.666864200000006,-79.3756625,90
6082,271 Old Kingston Rd,Toronto,ON,M1C 1B4,43.782014700000005,-79.1724548,23
6083,15 Richmond Street E,Toronto,ON,M5C 1N2,43.6516917,-79.3779253,24
6084,942 KIngston Road,Toronto,ON,M4E 1S7,43.6806005,-79.2881438,36
6085,"Gerrard Square Mall, 1000 Gerrard St E, Unit 1D",Toronto,ON,M4M 3G6,43.669144,-79.3391627,111
6086,1 Queens Park Crescent E,Toronto,ON,M5S,43.6619640179,-79.3912587147,7
6087,921 Queen Street W,Toronto,ON,M6J 1G5,43.6453336,-79.41268520000001,88
6088,124 Harbord Street,Toronto,ON,M5S 1G8,43.662785299999996,-79.4043811,121
6089,"289 Spadina Avenue, Suite 202",Toronto,ON,M5T 2E6,43.6533515,-79.39778659999999,63
6090,NA,Toronto,ON,M4B 1B3,43.653226000000004,-79.3831843,7
6091,2 Wellesley Street W,Toronto,ON,M4Y 1E7,43.6649437,-79.3848798,7
6092,NA,Toronto,ON,M4N 2J1,43.718132000000004,-79.4010168,70
6093,3134 Yonge Street,Toronto,ON,M4N 2K6,43.7266578,-79.40298609999999,69
6094,202 Augusta Avenue,Toronto,ON,M5T 2L8,43.6544796,-79.4020098,63
6095,"5460 Yonge Street, Suite 105",Toronto,ON,M2N 7L3,43.777626185600006,-79.4152576038,131
6096,2496 Yonge Street,Toronto,ON,M4P 2H7,43.7120548,-79.3997965,137
6097,"4188 Finch Avenue E, Unit 14&15",Toronto,ON,M1S 3V1,43.804408,-79.28819399999999,77
6098,92 Peter Street,Toronto,ON,M5V 2G5,43.647062899999995,-79.3932329,123
6099,"7 Marie Labatte Road, Unit E1",Toronto,ON,M3C 0J1,43.7340964,-79.3456053,5
6100,626 Dundas Street W,Toronto,ON,M5T 1H7,43.652330299999996,-79.4020829,63
6101,2110 Yonge Street,Toronto,ON,M4S 2A5,43.7034576338,-79.3977655853,137
6102,805 Queen Street W,Toronto,ON,M6J 1E9,43.6460966,-79.40888079999999,88
6103,410 Bloor Street W,Toronto,ON,M5R,43.665917799999995,-79.4079991,4
6104,3833 Midland Avenue,Toronto,ON,M1V 5L6,43.813627125699995,-79.29126968930001,77
6105,20 Bay Street,Toronto,ON,M5J 2N8,43.6415739,-79.3779693,123
6106,"1570 Midland Avenue, Unit 2",Toronto,ON,M1P 3C3,43.7559364,-79.2670998,32
6107,1648 Queen Street W,Toronto,ON,M6R 1B2,43.6394901,-79.4431275,104
6108,220 Yonge St,Toronto,ON,M5B 2H1,43.654064399999996,-79.3806966,7
6109,NA,Toronto,ON,M5V 0G9,43.644034999999995,-79.40150059999999,123
6110,6 Garamond Court,Toronto,ON,M3C 1Z5,43.7262091,-79.335554,5
6111,188 Eglinton Avenue East,Toronto,ON,M4P 2X7,43.708324,-79.3927485,84
6112,4750 Dufferin Street,Toronto,ON,M3H 5S7,43.776326399999995,-79.4701285,140
6113,229 Spadina Avenue,Toronto,ON,M5T 2E2,43.6512828,-79.397026,63
6114,"1750 The Queensway, Unit 4",Toronto,ON,M9C 5H5,43.6152064,-79.5574464,59
6115,"451 Queen Street W, 2nd Floor",Toronto,ON,M5V 2A9,43.648472176300004,-79.3969659135,123
6116,617 King Street W,Toronto,ON,M5V 1M5,43.64410436560001,-79.4008460764,123
6117,932 Gerrard Street E,Toronto,ON,M4M 1Z2,43.6682555,-79.341143,111
6118,1210 Kennedy Road,Toronto,ON,M1P 2L1,43.7548373372,-79.2772015929,32
6119,1346 Queen Street W,Toronto,ON,M6K 1L4,43.641536,-79.432141,104
6120,41 Front Street E,Toronto,ON,M5E 1B3,43.6477081,-79.37438409999999,123
6121,111 Richmond Street W,Toronto,ON,M5H 3K6,43.65035220000001,-79.38379509999999,7
6122,"1183 Finch Avenue W, Suite 202",Toronto,ON,M3J 2G2,43.764781,-79.483132,140
6123,537 St Clair Avenue W,Toronto,ON,M6C 1A3,43.682610861899995,-79.4202558696,136
6124,592 Queen Street W,Toronto,ON,M6J 1E6,43.6473962,-79.4044361,120
6125,"Eaton Centre, 220 Yonge Street",Toronto,ON,M5B 2L7,43.653707963100004,-79.3810494647,7
6126,1446 Yonge Street,Toronto,ON,M4T 1Y5,43.6874773,-79.3939821,138
6127,3358 Dundas Street W,Toronto,ON,M6P 2A4,43.6657228137,-79.4820073619,60
6128,3220 Yonge Street,Toronto,ON,M4N 2L2,43.7287692,-79.40354549999999,69
6129,250 Front Street W,Toronto,ON,M5V 3G5,43.6443407,-79.387757,123
6130,1480 Danforth Avenue,Toronto,ON,M4J 1N4,43.683030080500004,-79.3257723749,29
6131,2258 Kingston Road,Toronto,ON,M1N 1T9,43.704935799999994,-79.2525891,13
6132,15 Saskatchewan Road,Toronto,ON,M6K 3C3,43.632501,-79.42370799999999,88
6133,3401 Dufferin Street,Toronto,ON,M6A 3A1,43.725108299999995,-79.4528087,139
6134,5084 Dundas Street W,Toronto,ON,M9A 1C2,43.64523270000001,-79.5324224,59
6135,1222 Yonge Street,Toronto,ON,M4T 1W3,43.6821565,-79.3918834,138
6136,NA,Toronto,ON,NA,43.653226000000004,-79.3831843,7
6137,585 Queen Street W,Toronto,ON,M5V 2B7,43.647656,-79.4016306,123
6138,2853 Dundas Street W,Toronto,ON,M6P 2K6,43.665175700000006,-79.4642579,60
6139,"384 Yonge Street, Suite 16",Toronto,ON,M5B,43.6596017,-79.38266970000001,7
6140,7 Hart House Circle,Toronto,ON,M5S 3H3,43.663948299999994,-79.3941405,121
6141,99-1911 Kennedy Road,Toronto,ON,M1P,43.767578799999995,-79.2809613,32
6142,1794 Danforth Avenue,Toronto,ON,M4C 1H8,43.6845136,-79.3188248,29
6143,3220 Dufferin Street,Toronto,ON,M6A 2T2,43.71917070000001,-79.45584090000001,139
6144,1352 Danforth Avenue,Toronto,ON,M4J 1M9,43.6822742,-79.32867879999999,47
6145,10 Market Street,Toronto,ON,M5E 1M6,43.6484783,-79.3721186,123
6146,545 Bay Street,Toronto,ON,M7A 2C7,43.656229376899994,-79.38274359489999,7
6147,657 Dupont Street,Toronto,ON,M6G 1Z4,43.6715191,-79.4213106,4
6148,"5651 Steeles Avenue E, Unit 10",Toronto,ON,M1V 5P6,43.831878,-79.266631,77
6149,689 Yonge Street,Toronto,ON,M4Y 2B2,43.6689926,-79.38596940000001,24
6150,"100 Symes Road, Unit 101",Toronto,ON,M6N 3T1,43.6725677,-79.4790013,60
6151,497 Pape Avenue,Toronto,ON,M4K 3R1,43.673123,-79.342354,15
6152,276 Danforth Avenue,Toronto,ON,M4K 1N6,43.677162200000005,-79.3546202,98
6153,1916 Queen St E,Toronto,ON,M4L 1H5,43.6692941,-79.30413709999999,117
6154,1180 The Queensway,Toronto,ON,M8Z 1R5,43.6223485,-79.521924,59
6155,116 1/2 Sherbourne Street,Toronto,ON,M5A 2R2,43.653694262799995,-79.369346937,80
6156,467 Danforth Avenue,Toronto,ON,M4K 1P4,43.6777461,-79.3500912,89
6157,7 Kelfield Street,Toronto,ON,M9W 5A1,43.6897393,-79.576279,125
6158,1602 Danforth Ave,Toronto,ON,M4C 1H6,43.6836027,-79.32308859999999,29
6159,59 Ossington Street,Toronto,ON,M6J 2Y9,43.6455388,-79.419174,120
6160,"Scarborough Town Center,  Entrance 7, 300 Borough Drive",Toronto,ON,M1P 4P5,43.7768747,-79.2566547,12
6161,1022 Pape Avenue,Toronto,ON,M4K 3V7,43.6891318,-79.3487306,18
6162,60 York St,Toronto,ON,M5J 1S8,43.646254,-79.3831579,7
6163,NA,Toronto,ON,M8Y 1G3,43.62326229999999,-79.5007935,114
6164,477 Church Street,Toronto,ON,M4Y 2C6,43.664808417399996,-79.3803861184,24
6165,"4207 Keele Street, Unit 4",Toronto,ON,M3J 3T8,43.773345299999995,-79.4930155,140
6166,32 Clock Tower Road,Toronto,ON,M3C 0J1,43.7340865,-79.3455565,5
6167,111 Carlton Street,Toronto,ON,M5B 2G3,43.6621286,-79.37695759999998,24
6168,2253 Bloor Street W,Toronto,ON,M6S 1N8,43.6506136,-79.4775293,52
6169,348 Front Street W,Toronto,ON,M5V 3W7,43.643378000000006,-79.3922082,123
6170,781 Warden Avenue,Toronto,ON,M1L 4C2,43.7249672,-79.28606620000001,25
6171,"800 Bathurst Street, Suite 402",Toronto,ON,M5R 3M8,43.6656483562,-79.41170096399999,4
6172,"340 College Street, Suite 106",Toronto,ON,M5T 3A9,43.657563,-79.4034356,121
6173,275 College Street,Toronto,ON,M5T 1S2,43.657690233400004,-79.4005043996,63
6174,667 The Queensway,Toronto,ON,M8Y 1K8,43.6270435,-79.49881429999999,114
6175,"112 Elizabeth Street, Unit 1",Toronto,ON,M5G 1P5,43.6548152,-79.3851823,7
6176,551 Bloor Street W,Toronto,ON,M5S 1Y6,43.665246999999994,-79.41027259999998,121
6177,75 Charles Street E,Toronto,ON,M4Y 1V2,43.66938820000001,-79.3820033,24
6178,"208 Queens Quay West, Harbourfront centre",Toronto,ON,M5J 2Y5,43.639954700000004,-79.382025,123
6179,70 Finch Avenue E,Toronto,ON,M2N 4R3,43.781062299999995,-79.4107245,85
6180,NA,Toronto,ON,M5T 1H9,43.6519692,-79.4034796,63
6181,2300 Bloor Street W,Toronto,ON,M6S 1P2,43.6506243,-79.4793603,107
6182,"5140 Yonge Street, Suite 2100",Toronto,ON,M2N 6L7,43.7684301,-79.41312740000001,131
6183,245 Augusta Avenue,Toronto,ON,M5T 1M5,43.6548489,-79.4019624,63
6184,4905A Yonge Street,Toronto,ON,M2N 3G1,43.764168,-79.411373,130
6185,121 Richmond Street W,Toronto,ON,M5H 2K1,43.650566999999995,-79.3842429,7
6186,337 Bloor Street W,Toronto,ON,M5S 1W7,43.6672988,-79.4007412,121
6187,550 Queens Quay West,Toronto,ON,M5V 3M8,43.6368544,-79.39662009999999,123
6188,1056 Bloor St. W,Toronto,ON,M6H 1M3,43.6605669,-79.4325733,33
6189,214 Augusta Avenue,Toronto,ON,M5T 2L8,43.6547751,-79.4022052,63
6190,1149 Dundas Street W,Toronto,ON,M6J 1X3,43.6492669,-79.42107709999999,120
6191,"2439  Yonge Street, Suite A",Toronto,ON,M4P 2E7,43.7108192,-79.3989388,84
6192,612 Bloor Street W,Toronto,ON,M6G 1K7,43.664685799999994,-79.41378470000001,4
6193,1291 Queen Street W,Toronto,ON,M6K 1L4,43.6414225,-79.4323007,110
6194,25 King Street W,Toronto,ON,M5S,43.6485666628,-79.3782193638,7
6195,367 King Street W,Toronto,ON,M5V 1K1,43.6458499,-79.39275119999999,123
6196,106 Front Street E,Toronto,ON,M5A 1E1,43.6498244237,-79.3708971888,80
6197,792 Carlaw Avenue,Toronto,ON,M4K 1P8,43.678717299999995,-79.3476132,98
6198,125 Spadina Avenue,Toronto,ON,M5V 2K8,43.647216799999995,-79.3952775,123
6199,2901 Bayview Avenue,Toronto,ON,M2N 5Z7,43.7692924,-79.3886264,8
6200,25 The West Mall,Toronto,ON,M9C 1B8,43.611813,-79.5570634,59
6201,924 Queen Street W,Toronto,ON,M6J,43.6448755,-79.4158636,120
6202,39 Baldwin St,Toronto,ON,M5T 1L1,43.655888399999995,-79.39358879999999,63
6203,62 Laird Drive,Toronto,ON,M4G 3T2,43.7047044,-79.3615599,71
6204,"200 Yorkland Blvd, Ste 1100",Toronto,ON,M2J 5C1,43.7716535,-79.33494,49
6205,"865 York Mills Road, Unit 2",Toronto,ON,M3B 1Y8,43.755169,-79.34989200000001,5
6206,"295 College Street, Suite 301",Toronto,ON,M5T 1S2,43.6574935,-79.4011984,63
6207,1369 Dundas Street W,Toronto,ON,M6J 1Y3,43.6494393,-79.4277554,72
6208,2354 Bloor St W,Toronto,ON,M6S 1P3,43.6502798745,-79.4813166925,107
6209,"1020 Islington Avenue, Unit 17",Toronto,ON,M8Z 6A4,43.63136,-79.51822,59
6210,339 College St,Toronto,ON,M5T 1S2,43.657272605799996,-79.4026196075,63
6211,430 Kipling Avenue,Toronto,ON,M8Z 5C9,43.6063987,-79.52076009999999,78
6212,409 College Street,Toronto,ON,M5T 1T1,43.6563513,-79.406536,63
6213,NA,Toronto,ON,M4M,43.6595255,-79.340923,111
6214,415 Parliament Street,Toronto,ON,M5A 3A1,43.6624689,-79.3670113,20
6215,695 Yonge Street,Toronto,ON,M4Y 2B2,43.669121399999995,-79.38617990000002,24
6216,36 Toronto Street,Toronto,ON,M5C 2C5,43.6505792,-79.3765365,24
6217,1176 The Queensway,Toronto,ON,M8Z 1R5,43.6223284,-79.5218184,59
6218,1430 Dundas Street West,Toronto,ON,M6J 1Y5,43.649712261800005,-79.4298768596,72
6219,"90 Stadium Road, suite 708",Toronto,ON,M5V 3W5,43.6344756,-79.4015886,88
6220,2131 Lawrence Avenue E,Toronto,ON,M1R 3A3,43.7462805,-79.28947509999999,129
6221,"3 Whitehorse Road, Suite 12",Toronto,ON,M3J 3G8,43.7555302,-79.4691141,140
6222,280 Augusta Ave.,Toronto,ON,M5T 2L9,43.6569169,-79.4031663,63
6223,863 St Clair Ave W,Toronto,ON,M6C 1C4,43.6800138,-79.4328394,136
6224,123 Yonge St,Toronto,ON,M5C 1W4,43.6509255,-79.37825529999999,24
6225,727 Bloor Street W,Toronto,ON,M6G 1L5,43.6634320604,-79.4184404077,95
6226,65 Duncan St,Toronto,ON,M5V 2C5,43.6495641,-79.389016,123
6227,371 Roncesvalles Avenue,Toronto,ON,M6R 2M8,43.6501371,-79.4502429,104
6228,533 Yonge Street,Toronto,ON,M4Y 1Y5,43.6641843,-79.384227,24
6229,1001 Eastern Ave,Toronto,ON,M4L 1A8,43.663505900000004,-79.3199295,117
6230,1525 Eglinton Avenue W,Toronto,ON,M6E 2G5,43.697654,-79.4404567,92
6231,70 Gerrard Street W,Toronto,ON,M5G 1J5,43.6598916,-79.3784411,24
6232,1234 Yonge Street,Toronto,ON,M4T 1W3,43.682596999999994,-79.3920338,138
6233,5935 Yonge Street,Toronto,ON,M2M 2E4,43.7874269642,-79.4170911983,85
6234,377 Church Street,Toronto,ON,M5B 1Z9,43.66117620000001,-79.37891929999999,24
6235,1 Eglinton Avenue E,Toronto,ON,M4P 1A6,43.7065846,-79.3978503,84
6236,NA,Toronto,ON,M4T 1P1,43.794891,-79.404816,85
6237,1480 Queen Street W,Toronto,ON,M6K 1M3,43.6405633025,-79.437282675,104
6238,103 Mutual Street,Toronto,ON,M5B 2B2,43.657015611700004,-79.37553119020001,24
6239,1041 Gerrard Street E,Toronto,ON,M4M 1Z6,43.6688807,-79.33666009999999,111
